Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density,Cluster
USA,2011,August,Sunday,Morning,Urban,Highway,Foggy,489.5088013,4,41,18-25,Female,0.14714511,0,Good,1,1,Severe,6,1,32.07335649,9722.207529,Icy,Mechanical Failure,7,49439.87055,41427.06901,Europe,2447.406461,0
Russia,2000,November,Saturday,Morning,Rural,Street,Foggy,283.3393438,4,105,18-25,Male,0.129866256,0,Good,2,2,Moderate,6,0,54.85367698,5053.827601,Snow-covered,Drunk Driving,9,46061.4309,8516.524674,Europe,344.536479,0
Germany,2004,January,Wednesday,Night,Rural,Highway,Snowy,244.4308069,4,104,41-60,Female,0.156664252,0,Poor,0,2,Moderate,15,1,29.27906251,6218.885703,Snow-covered,Speeding,2,18230.98693,79547.28369,Asia,2578.498193,4
USA,2021,July,Wednesday,Morning,Urban,Main Road,Windy,138.9934626,3,98,41-60,Male,0.052437434,1,Moderate,2,1,Minor,18,3,56.62156245,6589.254585,Dry,Speeding,4,2540.114821,15135.82173,Australia,2235.885097,4
Russia,2018,October,Saturday,Morning,Urban,Street,Rainy,76.94254685,4,105,<18,Female,0.050802779,1,Poor,1,0,Moderate,5,0,55.84459266,1006.872568,Snow-covered,Mechanical Failure,7,26812.3498,12271.3903,South America,4069.144342,2
India,2008,August,Tuesday,Night,Rural,Street,Windy,484.2947287,1,108,26-40,Female,0.19662849,1,Moderate,1,2,Severe,17,4,45.30656999,7904.319717,Icy,Drunk Driving,1,45011.99964,77406.98603,South America,3968.098261,3
China,2008,May,Saturday,Afternoon,Urban,Street,Clear,380.3346,3,95,61+,Female,0.08693728,1,Good,2,2,Moderate,14,4,9.991031124,9907.187974,Dry,Drunk Driving,4,44991.33391,11766.0529,North America,13.65741572,3
Japan,2006,August,Monday,Evening,Urban,Highway,Clear,161.2784706,1,30,26-40,Female,0.114744099,1,Good,2,2,Severe,11,0,30.20561967,1892.723968,Wet,Drunk Driving,9,16533.34776,52160.81812,North America,1055.379981,4
Australia,2018,December,Sunday,Evening,Urban,Main Road,Clear,381.5206067,2,103,18-25,Female,0.096895502,1,Moderate,2,1,Minor,6,0,6.582449681,6479.564458,Icy,Weather,3,2444.233887,94141.76047,South America,4942.011632,0
Brazil,2003,April,Tuesday,Afternoon,Rural,Street,Rainy,108.2719305,2,89,<18,Male,0.04698334,1,Poor,1,1,Moderate,5,3,10.51368102,4922.503905,Icy,Speeding,6,749.3300437,67344.03584,Australia,469.0988321,1
Canada,2023,June,Monday,Night,Urban,Highway,Foggy,375.9695536,2,65,18-25,Male,0.099661223,1,Poor,0,2,Minor,1,2,27.68406865,2142.452048,Icy,Speeding,7,31402.74657,35366.60906,North America,4177.655794,2
Japan,2021,February,Sunday,Morning,Urban,Main Road,Clear,378.6554144,3,116,41-60,Female,0.171243695,1,Good,1,0,Moderate,13,3,57.75361051,5809.106247,Icy,Drunk Driving,7,40360.03309,53578.26744,Asia,3719.696813,3
Japan,2006,November,Sunday,Evening,Urban,Street,Clear,290.1085984,1,58,61+,Female,0.009966048,1,Moderate,1,2,Minor,3,4,28.85576859,1591.43675,Icy,Weather,1,24825.81133,31361.10982,North America,2651.906784,1
Germany,2009,July,Sunday,Afternoon,Rural,Street,Windy,128.311601,3,74,41-60,Female,0.033809389,1,Good,0,0,Moderate,1,0,50.69240941,5507.804144,Snow-covered,Mechanical Failure,2,46392.86183,61325.72051,Europe,4897.182549,0
Australia,2013,September,Thursday,Evening,Urban,Street,Windy,103.14547,2,65,41-60,Male,0.09607757,0,Poor,1,0,Severe,14,4,6.556175846,9384.361904,Icy,Mechanical Failure,3,5737.878985,48321.74413,Europe,780.3378266,3
USA,2001,December,Monday,Afternoon,Urban,Street,Snowy,281.8038227,3,90,18-25,Female,0.169110106,1,Good,1,2,Minor,15,3,13.59934931,9213.760169,Dry,Mechanical Failure,9,18965.29507,76075.5186,Europe,2386.6235,3
Russia,2000,August,Sunday,Morning,Urban,Main Road,Clear,309.5325447,4,96,<18,Male,0.090536881,1,Moderate,0,2,Minor,0,3,51.65027683,8877.788443,Wet,Distracted Driving,1,23658.65196,47291.08455,Europe,427.3122677,0
Germany,2019,November,Sunday,Afternoon,Rural,Main Road,Windy,300.0221504,3,82,<18,Male,0.131985878,1,Poor,1,2,Moderate,17,2,43.65845946,1324.855884,Wet,Speeding,7,38017.41696,87186.40984,Asia,3466.535215,2
India,2009,October,Tuesday,Evening,Urban,Street,Windy,236.904957,1,56,18-25,Female,0.01001399,1,Poor,0,1,Severe,13,0,33.86607208,3586.072328,Dry,Drunk Driving,1,18337.76829,70545.58679,North America,3667.122844,4
Australia,2020,May,Saturday,Afternoon,Rural,Main Road,Windy,346.1535142,1,103,61+,Male,0.082131191,1,Good,2,2,Minor,7,1,55.76756216,1485.050124,Dry,Drunk Driving,2,49752.95678,25694.46549,Europe,1387.615486,2
UK,2015,May,Monday,Afternoon,Urban,Highway,Rainy,431.3597271,4,34,61+,Male,0.245029249,0,Good,2,0,Severe,0,0,32.43039948,4475.407263,Icy,Distracted Driving,4,37339.40181,56685.89393,Australia,4013.030541,0
India,2002,February,Wednesday,Morning,Rural,Main Road,Windy,85.31551706,3,43,26-40,Male,0.013830983,0,Poor,2,1,Severe,19,3,57.51382343,3685.493978,Snow-covered,Mechanical Failure,6,15448.23377,98956.80302,North America,1973.609249,4
USA,2020,September,Tuesday,Morning,Rural,Highway,Snowy,362.0419198,3,39,41-60,Female,0.021608973,0,Moderate,1,2,Severe,1,2,24.89964218,6625.060061,Wet,Weather,9,5192.901608,6607.436681,Asia,3816.780634,1
China,2016,August,Sunday,Evening,Urban,Street,Snowy,476.0229514,1,44,18-25,Male,0.165314183,0,Moderate,2,2,Moderate,19,3,28.84345932,5454.813066,Dry,Drunk Driving,0,4311.484477,80705.89024,South America,2997.141345,4
UK,2019,June,Sunday,Evening,Rural,Main Road,Foggy,57.32124331,2,95,26-40,Female,0.164911842,0,Good,1,1,Moderate,15,0,22.07120868,5382.297407,Dry,Speeding,7,22848.4493,41570.68263,Europe,246.3219132,4
Canada,2019,July,Friday,Night,Rural,Street,Windy,324.3424947,4,103,26-40,Male,0.132063536,1,Moderate,1,1,Minor,5,0,11.87617402,5116.603888,Wet,Speeding,1,1741.144762,50043.37481,South America,3794.780141,0
India,2001,March,Thursday,Morning,Rural,Street,Foggy,215.6621231,2,34,41-60,Female,0.194701305,1,Moderate,0,0,Moderate,4,1,28.35145857,5676.54679,Dry,Distracted Driving,4,41055.02757,37925.59818,North America,3009.927872,0
Brazil,2002,November,Thursday,Evening,Urban,Main Road,Clear,90.02643075,1,98,26-40,Female,0.080292442,1,Good,1,1,Minor,9,2,33.32261052,1736.099778,Wet,Speeding,1,41441.88433,72847.35089,Europe,121.4086317,2
Japan,2010,October,Monday,Afternoon,Urban,Highway,Windy,320.505617,1,106,61+,Female,0.115627428,0,Good,2,2,Minor,2,0,6.41398968,380.1698494,Dry,Drunk Driving,6,42670.30969,40140.16972,Asia,2032.1854,2
UK,2023,July,Friday,Evening,Rural,Main Road,Rainy,493.0479904,2,75,41-60,Female,0.160640163,0,Good,1,2,Minor,19,4,41.5112053,8748.952537,Icy,Distracted Driving,2,31171.46702,80209.90392,South America,3439.181568,3
Australia,2018,July,Wednesday,Morning,Rural,Main Road,Foggy,417.677363,1,118,26-40,Female,0.085269432,1,Moderate,2,2,Severe,5,0,40.06576029,8709.298315,Wet,Drunk Driving,1,26970.73749,5199.652864,Australia,1934.364869,0
Japan,2009,September,Wednesday,Evening,Rural,Street,Clear,158.8813028,2,30,<18,Male,0.066357928,1,Poor,2,1,Minor,4,0,40.66895601,9511.653945,Icy,Speeding,3,44684.39351,57054.07837,North America,2929.238455,0
Germany,2002,February,Tuesday,Morning,Urban,Street,Rainy,298.8005754,3,36,<18,Male,0.191621727,0,Good,1,2,Moderate,0,4,58.83571083,8404.556483,Wet,Drunk Driving,5,17860.9379,8937.756694,North America,332.1362446,3
USA,2015,October,Saturday,Morning,Rural,Street,Windy,107.670392,2,79,26-40,Male,0.14107697,0,Moderate,0,2,Minor,13,4,59.05305035,9106.360923,Dry,Mechanical Failure,9,35637.96823,50000.36323,South America,2351.594567,3
Canada,2018,September,Sunday,Evening,Urban,Street,Foggy,439.2303512,1,101,<18,Male,0.210068562,0,Poor,0,2,Moderate,14,4,17.69900226,7149.024206,Dry,Speeding,8,18958.59423,79582.82232,Asia,723.9987154,3
China,2000,June,Tuesday,Night,Urban,Highway,Rainy,277.1075326,3,71,26-40,Male,0.202137726,0,Poor,0,2,Moderate,16,1,19.61740168,6829.072575,Wet,Distracted Driving,0,35405.43404,60273.73992,North America,3230.403154,4
Russia,2023,April,Thursday,Evening,Rural,Main Road,Snowy,422.8577269,2,31,26-40,Male,0.112604201,1,Moderate,0,0,Severe,0,3,49.39558146,4061.73065,Dry,Speeding,8,7187.011109,49073.8189,North America,1925.834376,1
USA,2024,August,Thursday,Night,Urban,Highway,Foggy,275.4031189,2,66,41-60,Female,0.020500234,0,Poor,0,1,Moderate,15,0,42.95093981,2145.825962,Dry,Speeding,2,37487.38742,15411.99359,Australia,836.5225139,2
Canada,2018,February,Thursday,Evening,Urban,Street,Foggy,66.02228407,2,91,26-40,Male,0.092587392,0,Good,0,0,Severe,17,3,23.69294812,6896.101609,Dry,Mechanical Failure,5,6426.545817,87411.57528,South America,4730.428653,4
Germany,2018,October,Wednesday,Morning,Rural,Highway,Clear,141.1844356,4,116,41-60,Female,0.074992318,0,Good,1,2,Moderate,18,1,27.25900604,8525.497096,Wet,Weather,2,9170.218022,90714.37988,South America,2588.215198,4
Australia,2024,July,Thursday,Evening,Rural,Main Road,Snowy,210.290336,3,68,26-40,Male,0.160098776,0,Good,2,2,Severe,4,4,27.49682411,1665.226905,Icy,Speeding,4,27892.5683,18472.35734,Europe,4113.587239,1
Australia,2014,December,Friday,Evening,Urban,Street,Foggy,443.2812735,3,114,18-25,Male,0.063726472,1,Poor,1,2,Moderate,8,3,29.57671837,8648.953072,Dry,Distracted Driving,1,2113.954011,88957.92374,Asia,4012.849312,3
UK,2000,December,Monday,Evening,Rural,Main Road,Foggy,331.4552781,4,83,18-25,Male,0.044212973,0,Poor,0,2,Moderate,6,4,32.52955412,8354.470293,Dry,Drunk Driving,5,27714.88899,37829.98494,North America,2254.154812,3
Canada,2006,September,Friday,Afternoon,Rural,Main Road,Clear,167.3906177,4,107,26-40,Female,0.147847909,0,Poor,1,2,Minor,3,4,17.05638079,9440.825748,Snow-covered,Drunk Driving,2,14295.749,83074.86417,Asia,3955.825994,3
USA,2024,April,Tuesday,Night,Rural,Main Road,Snowy,320.3930858,3,45,18-25,Female,0.013496015,0,Poor,1,2,Minor,8,3,47.43872997,1312.265957,Snow-covered,Distracted Driving,1,7220.03847,18316.76833,North America,1366.53177,1
Canada,2005,December,Sunday,Afternoon,Rural,Street,Windy,288.9598998,1,62,<18,Female,0.085460234,1,Moderate,2,1,Severe,6,4,35.74547393,2933.870678,Wet,Distracted Driving,3,28861.1145,95640.8462,Australia,2149.367281,1
Japan,2007,August,Thursday,Evening,Urban,Highway,Clear,142.1812613,3,70,<18,Male,0.200930597,1,Poor,1,2,Moderate,11,0,27.87984338,6001.116619,Icy,Drunk Driving,9,7703.893474,55158.98121,North America,3367.623698,4
India,2009,July,Sunday,Night,Rural,Main Road,Foggy,289.7830372,1,61,26-40,Female,0.166053065,0,Moderate,1,0,Severe,9,3,47.65088951,978.4657774,Snow-covered,Speeding,3,28381.61492,56106.35022,Australia,324.1938011,2
UK,2005,December,Sunday,Morning,Urban,Highway,Foggy,329.1857996,4,78,<18,Female,0.059223987,1,Moderate,1,1,Moderate,7,3,12.17185917,7698.273886,Dry,Weather,3,28223.27318,45407.52019,South America,4365.346096,3
Germany,2010,July,Sunday,Afternoon,Rural,Main Road,Rainy,337.2306436,4,58,61+,Male,0.114845675,1,Good,0,2,Severe,17,4,19.98566427,7885.088585,Snow-covered,Drunk Driving,8,15540.73254,88282.9143,Australia,941.9695026,3
UK,2005,April,Monday,Night,Rural,Highway,Clear,417.99688,2,113,26-40,Female,0.128561973,0,Poor,1,0,Minor,14,0,16.1950032,8191.333963,Snow-covered,Drunk Driving,0,31958.14436,99256.30164,North America,713.3873213,4
Canada,2013,December,Friday,Morning,Urban,Main Road,Windy,333.6847746,1,90,41-60,Female,0.244029682,0,Good,1,0,Severe,8,3,55.43399917,8078.505574,Dry,Drunk Driving,7,4870.421455,19696.35296,South America,4674.257905,3
UK,2018,November,Monday,Afternoon,Urban,Main Road,Foggy,399.6279082,1,99,<18,Female,0.107721915,1,Poor,2,0,Severe,11,1,56.59460767,5678.358395,Wet,Speeding,0,4978.273407,91532.98613,South America,707.2858135,4
Canada,2012,September,Sunday,Night,Rural,Highway,Clear,73.73594815,4,50,<18,Female,0.013748223,1,Poor,2,2,Severe,12,2,52.89516785,6794.535446,Snow-covered,Weather,3,17991.05558,95660.74039,Europe,1934.480659,4
UK,2014,September,Sunday,Morning,Urban,Main Road,Snowy,103.2162964,2,119,61+,Female,0.062572291,0,Good,0,0,Moderate,17,0,39.79063396,2144.288801,Dry,Weather,3,40457.79539,50024.18557,North America,1535.126063,2
UK,2021,March,Sunday,Morning,Urban,Street,Foggy,278.9170702,4,98,41-60,Female,0.034825463,1,Poor,0,1,Severe,19,0,8.42730019,1434.58309,Dry,Drunk Driving,2,30096.39968,83342.7787,North America,3007.459822,4
Australia,2001,March,Saturday,Morning,Rural,Highway,Clear,209.4917006,2,30,<18,Female,0.091447961,1,Poor,0,2,Minor,10,2,11.40972303,6249.11568,Snow-covered,Speeding,1,11830.18746,43621.11598,North America,1108.383101,4
UK,2019,June,Wednesday,Morning,Urban,Highway,Snowy,439.4173336,4,82,<18,Female,0.097268318,1,Poor,0,2,Minor,9,1,22.32863789,3537.722965,Wet,Drunk Driving,7,30755.13247,90231.48273,Europe,4171.534346,2
Russia,2013,March,Friday,Night,Rural,Street,Windy,181.5345751,3,83,18-25,Female,0.059827786,1,Good,1,0,Moderate,15,2,45.24492967,6502.012733,Dry,Speeding,8,17684.6111,71225.70537,Australia,951.1461047,4
USA,2009,June,Monday,Afternoon,Urban,Highway,Rainy,421.5119492,1,46,26-40,Male,0.102254047,1,Moderate,2,1,Severe,1,3,16.04919477,8332.635539,Snow-covered,Mechanical Failure,0,3528.036734,9620.883719,North America,581.7948837,1
Russia,2008,September,Friday,Morning,Urban,Main Road,Windy,135.4629611,4,78,<18,Female,0.083481551,1,Moderate,2,2,Severe,15,1,42.98062305,2482.206783,Wet,Weather,5,2960.00347,23527.21759,North America,187.1172819,4
UK,2021,June,Monday,Night,Rural,Street,Snowy,358.4833074,3,42,18-25,Male,0.226371238,0,Good,0,0,Minor,14,3,41.85014188,181.9428638,Wet,Distracted Driving,5,7389.954954,47784.11561,North America,3020.794954,1
Japan,2020,January,Wednesday,Morning,Urban,Highway,Windy,300.5319397,2,37,<18,Female,0.1711259,1,Poor,1,2,Minor,11,0,14.74277268,490.9310192,Dry,Drunk Driving,0,45335.21721,87563.8702,Australia,299.1013415,2
Australia,2015,December,Friday,Evening,Urban,Highway,Foggy,390.0553119,2,92,26-40,Male,0.118668453,1,Good,0,0,Moderate,5,3,40.0725639,6402.991364,Wet,Mechanical Failure,5,9153.372134,90871.73624,Europe,335.4870544,1
Japan,2022,December,Sunday,Evening,Urban,Main Road,Rainy,51.37236788,2,46,<18,Female,0.189691691,0,Moderate,2,2,Minor,9,1,9.865162601,8766.025255,Wet,Distracted Driving,5,34260.38723,61493.1205,North America,998.3351388,0
Germany,2019,February,Tuesday,Morning,Urban,Highway,Snowy,351.8713762,2,48,18-25,Male,0.14671357,1,Good,0,1,Severe,8,3,21.38352496,5198.080499,Dry,Drunk Driving,2,28926.23395,52275.86581,South America,3323.914033,3
UK,2011,April,Tuesday,Morning,Rural,Street,Foggy,328.8881782,4,114,41-60,Female,0.185412628,0,Good,2,1,Minor,1,3,19.29734475,5322.974325,Snow-covered,Speeding,0,33993.2467,7803.337702,North America,4239.952097,0
Russia,2004,August,Thursday,Night,Rural,Street,Rainy,291.3393699,3,46,26-40,Male,0.015229737,0,Poor,1,0,Minor,19,0,33.50880559,3027.763037,Snow-covered,Weather,4,9165.72767,86020.59269,South America,4518.94093,4
China,2006,February,Saturday,Evening,Urban,Street,Windy,254.0210587,1,66,18-25,Male,0.131063358,1,Poor,0,1,Severe,2,4,35.68346138,5108.872108,Wet,Weather,5,36741.7708,58191.55658,North America,1023.359646,3
Canada,2013,January,Wednesday,Afternoon,Urban,Street,Clear,123.8972476,1,99,<18,Male,0.013969151,0,Good,1,0,Moderate,6,0,16.14879005,6930.578019,Icy,Drunk Driving,2,20717.54078,68500.52418,North America,652.7669015,0
Canada,2008,October,Saturday,Afternoon,Rural,Street,Foggy,73.49641103,2,99,18-25,Male,0.240618782,0,Poor,0,0,Moderate,16,0,47.81878055,2658.390423,Wet,Distracted Driving,1,37140.06027,38480.33618,North America,1264.870843,2
USA,2012,December,Thursday,Night,Rural,Main Road,Snowy,289.1485518,2,118,18-25,Male,0.065985425,0,Poor,1,0,Moderate,9,2,53.30020284,2480.467923,Dry,Mechanical Failure,9,42077.79892,86993.02369,Australia,2122.57153,2
Russia,2023,June,Friday,Night,Rural,Highway,Foggy,142.2587346,2,38,41-60,Female,0.183493379,1,Good,2,0,Moderate,9,4,10.05336831,2981.468365,Snow-covered,Drunk Driving,7,20903.22086,55773.0992,South America,1038.197338,1
Canada,2001,December,Monday,Evening,Rural,Street,Snowy,175.2532173,3,113,<18,Female,0.054604551,0,Good,0,2,Severe,11,2,14.55870195,4946.011823,Dry,Distracted Driving,6,39468.34387,47346.3659,North America,2453.672406,2
Brazil,2019,November,Saturday,Night,Urban,Highway,Rainy,429.7386901,2,103,41-60,Male,0.204285107,1,Poor,2,0,Moderate,18,1,56.61195087,7367.818267,Dry,Speeding,8,18255.76469,22695.08277,Australia,3631.393193,4
UK,2014,February,Saturday,Morning,Rural,Street,Windy,177.9022597,3,64,41-60,Female,0.068203603,0,Poor,1,1,Minor,13,4,24.67992871,7450.019921,Wet,Mechanical Failure,9,13086.97797,77796.06254,South America,161.3740785,3
Canada,2011,April,Friday,Afternoon,Rural,Main Road,Clear,172.2908504,3,70,18-25,Female,0.236883443,0,Poor,2,1,Severe,5,2,30.0631733,3407.701649,Dry,Mechanical Failure,2,22621.07137,99555.61853,North America,1964.31026,1
UK,2016,October,Thursday,Morning,Rural,Street,Foggy,461.7991835,3,97,18-25,Male,0.046036139,0,Poor,1,2,Minor,11,2,34.85430444,3553.435536,Snow-covered,Distracted Driving,5,40632.85494,45844.41237,Australia,453.0095641,2
India,2010,May,Wednesday,Afternoon,Rural,Highway,Foggy,202.1120911,4,95,41-60,Male,0.15740855,1,Moderate,0,1,Severe,14,1,58.91815694,5705.171284,Snow-covered,Weather,9,48425.14907,67350.84792,Europe,140.5377526,2
India,2016,December,Saturday,Morning,Rural,Highway,Foggy,204.1325811,2,43,<18,Female,0.02764185,1,Moderate,2,2,Severe,10,3,42.55569437,7645.41012,Snow-covered,Weather,9,17823.45155,20019.51221,North America,3384.557559,3
China,2005,December,Wednesday,Morning,Rural,Street,Foggy,171.7239049,4,90,18-25,Male,0.182418848,0,Poor,0,2,Severe,3,3,45.1242422,6594.228346,Snow-covered,Drunk Driving,1,31108.11417,84113.28961,Asia,1847.098431,0
UK,2003,September,Tuesday,Morning,Rural,Street,Clear,299.3786787,4,66,18-25,Female,0.248324964,0,Poor,1,2,Severe,7,2,33.65640048,3328.994386,Dry,Weather,9,9929.535414,46420.51389,Asia,1557.020117,1
UK,2017,February,Thursday,Morning,Rural,Street,Windy,385.9455091,4,87,<18,Male,0.025201888,1,Poor,2,2,Moderate,7,4,41.40832427,8759.125033,Snow-covered,Speeding,6,7030.846688,51767.39813,South America,2166.016014,3
India,2004,April,Saturday,Night,Urban,Main Road,Snowy,218.5127779,2,31,<18,Female,0.073974495,0,Moderate,0,0,Severe,2,1,18.92007611,9376.422309,Snow-covered,Weather,9,13464.04016,3796.34251,Europe,2639.826818,0
Brazil,2018,June,Tuesday,Afternoon,Urban,Street,Rainy,263.3098812,3,90,<18,Male,0.16815284,1,Moderate,0,1,Severe,12,1,27.36405739,2618.697812,Dry,Drunk Driving,3,42251.3611,27056.08731,Asia,2603.845213,2
Australia,2024,May,Friday,Night,Urban,Highway,Rainy,324.768606,2,103,<18,Male,0.038568629,1,Good,2,0,Moderate,8,0,47.93131453,1575.370832,Icy,Drunk Driving,5,27959.43658,80858.11953,Europe,1535.446828,2
Russia,2011,December,Sunday,Evening,Rural,Highway,Windy,403.7204541,1,35,18-25,Male,0.043704985,0,Poor,0,2,Moderate,15,4,6.558862827,1156.646187,Dry,Distracted Driving,3,17405.79869,16508.41316,Europe,2463.495779,1
Japan,2016,July,Tuesday,Evening,Rural,Street,Clear,414.2834041,2,87,26-40,Male,0.052337528,0,Good,2,0,Severe,16,0,53.21318429,4545.535649,Snow-covered,Distracted Driving,7,16211.52732,6737.164243,Europe,3910.926185,4
UK,2005,June,Thursday,Morning,Rural,Main Road,Foggy,454.8533672,2,55,61+,Female,0.222667368,1,Good,0,0,Severe,3,1,54.5624837,7429.899715,Icy,Distracted Driving,1,49804.31367,30866.83097,Europe,641.8820671,0
Canada,2010,July,Monday,Afternoon,Rural,Street,Windy,191.8756156,4,38,41-60,Male,0.088302666,1,Poor,2,0,Severe,6,0,10.98286223,2790.760666,Wet,Weather,2,26406.23311,23791.30324,Asia,3117.13582,0
USA,2022,August,Thursday,Evening,Urban,Main Road,Foggy,90.37330273,3,110,26-40,Male,0.118446922,0,Good,1,0,Severe,11,1,57.79125564,8170.036199,Icy,Drunk Driving,9,28913.99423,15098.50917,South America,4753.390141,0
UK,2009,January,Thursday,Afternoon,Urban,Street,Rainy,339.7685237,2,64,26-40,Male,0.053814607,0,Poor,0,0,Severe,3,2,55.63760092,6106.792201,Icy,Weather,4,25998.48119,64511.98668,Europe,3714.163272,0
Germany,2003,January,Tuesday,Evening,Urban,Highway,Snowy,463.6702279,3,93,<18,Female,0.005058144,0,Good,0,2,Severe,2,4,16.66605025,7962.509619,Wet,Distracted Driving,3,12954.5813,43294.19984,South America,165.0385816,3
Germany,2000,July,Friday,Night,Rural,Street,Foggy,419.8117739,4,39,18-25,Female,0.216723969,0,Poor,0,1,Severe,10,0,17.77618224,1469.243786,Snow-covered,Distracted Driving,6,32269.30122,20583.9156,Australia,1475.576777,2
India,2008,March,Friday,Evening,Urban,Main Road,Snowy,311.5037897,2,109,61+,Female,0.200177415,0,Moderate,1,1,Severe,4,3,29.30524357,7375.77575,Dry,Mechanical Failure,5,2820.267862,12615.52614,Europe,353.5326493,1
Russia,2010,October,Friday,Afternoon,Urban,Main Road,Snowy,164.6289754,1,82,61+,Female,0.245929106,1,Good,2,1,Minor,5,3,49.89161028,4724.793494,Dry,Distracted Driving,1,32319.82592,50771.95708,South America,3672.859455,2
Japan,2012,February,Saturday,Morning,Urban,Street,Clear,264.8513809,3,116,61+,Female,0.205791108,0,Moderate,1,2,Moderate,2,0,57.75123974,1731.311483,Snow-covered,Mechanical Failure,6,13136.03801,51957.93686,South America,4681.845642,1
Japan,2000,December,Sunday,Night,Rural,Main Road,Rainy,120.2204323,3,87,61+,Male,0.154299118,0,Good,1,0,Severe,5,1,20.12392419,6334.697217,Icy,Weather,6,40387.70422,66621.41048,South America,1265.991922,0
