Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
Brazil,2001,HIV/AIDS,Respiratory,14.69,13.71,0.88,61+,Female,406277,74.52,4.79,4.9,Therapy,30662,Yes,70.93,4541,7.87,3589,0.42,73.28
UK,2001,COVID-19,Metabolic,4.22,0.47,7.83,0-18,Male,335220,77.11,4.92,8.95,Vaccination,25665,No,62.62,2000,9.45,85175,0.65,55.24
Mexico,2022,Hepatitis,Metabolic,6.41,3.78,6.51,36-60,Male,735271,59.35,1.4,6.88,Therapy,44748,No,62.43,3280,4.7,42254,0.53,72.44
Saudi Arabia,2001,Rabies,Genetic,16.87,4.4,9.51,36-60,Male,833398,70.97,4.85,6.12,Medication,3496,No,71.04,3523,8.86,26089,0.55,46.53
USA,2006,Cancer,Infectious,10.83,12.15,5.6,36-60,Male,506687,93.29,2.66,1.54,Surgery,25348,No,72.45,1993,9.16,25381,0.72,38.7
South Africa,2019,Hypertension,Autoimmune,18.53,4.43,6.99,36-60,Male,96844,87.98,4.09,8.57,Medication,22292,Yes,89.95,979,0.57,47172,0.46,68.23
Germany,2004,Rabies,Infectious,16.2,8.76,7.41,36-60,Other,840033,71.05,3.53,0.66,Therapy,24659,Yes,87.28,4108,9.57,65581,0.71,56.39
Indonesia,2018,Cancer,Metabolic,13.58,0.62,0.33,61+,Female,788908,81.52,4.03,8.56,Surgery,2989,No,50.28,3719,0.71,8051,0.46,85.16
Russia,2021,Influenza,Infectious,17.37,8.86,9.79,36-60,Female,257662,91.05,1.46,9.95,Vaccination,34389,No,55.04,1957,3.76,19727,0.44,38.22
Russia,2009,Polio,Metabolic,13.65,6.97,1.73,36-60,Female,15088,88.62,3.29,2.17,Vaccination,1334,Yes,84.93,3762,5.63,73960,0.54,65.44
Japan,2003,Ebola,Parasitic,0.35,12.57,7.31,19-35,Other,485898,79.47,0.99,1.53,Surgery,7132,No,78.79,189,4.09,96472,0.82,67.21
Japan,2002,Cancer,Neurological,11.78,4.6,9.26,0-18,Male,470429,91.93,1.27,0.86,Medication,37807,Yes,80.16,2592,4.25,21174,0.59,71.18
China,2017,Malaria,Parasitic,1.14,14.67,5.05,61+,Male,346747,80.54,4.33,3.56,Vaccination,31443,Yes,67.53,275,5.31,36758,0.49,86.17
Brazil,2005,Malaria,Chronic,10.52,11.55,8.77,19-35,Other,657210,75.99,3.33,5.06,Surgery,27013,No,62.7,3129,8.81,16010,0.42,80.95
USA,2021,Hepatitis,Metabolic,18.51,7.47,1.57,19-35,Male,912309,77.52,3.38,0.88,Medication,2254,Yes,85.34,2661,9.86,29962,0.57,24.48
Brazil,2010,Diabetes,Infectious,7.5,12.88,0.92,36-60,Female,368857,95.19,1.51,6.98,Medication,31026,Yes,55.42,1968,1.56,20183,0.86,77.98
UK,2020,Ebola,Cardiovascular,11.01,14.54,6.44,61+,Female,140427,58.17,1.17,9.23,Therapy,7690,Yes,86.98,3086,3.37,19051,0.89,41.48
Canada,2023,Ebola,Infectious,5.47,2.2,2.49,61+,Female,129590,82.32,1.51,7.28,Medication,22956,No,57.43,17,0.34,54686,0.73,84.46
USA,2023,Cholera,Neurological,5.37,4.97,6.75,19-35,Other,863181,87.22,3.53,5.18,Surgery,10156,Yes,58.55,4237,7.01,69765,0.61,57.78
Canada,2014,Tuberculosis,Genetic,19.11,9.07,0.7,61+,Female,724734,80.33,3.92,8.57,Therapy,38113,No,89.02,3591,4.31,96751,0.44,73.13
Saudi Arabia,2020,Ebola,Viral,17.46,9.59,7.57,0-18,Other,39385,63.25,0.61,6.83,Surgery,7952,Yes,89.57,3685,1.5,17074,0.54,28.73
India,2004,Hypertension,Genetic,10.93,5.24,8.72,19-35,Female,428420,91.36,3.91,9.93,Surgery,49344,Yes,64.55,3671,1.9,29716,0.77,78.43
Japan,2013,Diabetes,Bacterial,12.08,8.41,2.95,61+,Male,808178,88.67,0.89,4.51,Therapy,23367,No,88.57,771,7.07,1680,0.52,76.42
Canada,2002,Ebola,Parasitic,9.33,3.32,9.9,61+,Female,339358,95.24,3.16,5.83,Vaccination,40746,Yes,82.49,2417,5.15,10651,0.74,47.44
Russia,2002,COVID-19,Neurological,3.05,7.52,0.35,36-60,Male,584835,86.55,2.66,8.16,Medication,17543,Yes,79.74,1375,3.36,3383,0.68,29.95
France,2012,Polio,Parasitic,1,1.49,7.82,61+,Male,533451,83.09,3.4,8.33,Vaccination,33880,No,87.88,1463,5.41,27897,0.77,82.06
Germany,2011,Alzheimer's Disease,Neurological,10.81,2.8,0.71,61+,Other,200269,69.17,2.32,8.42,Medication,8237,Yes,91.93,3210,1.64,57364,0.74,68.05
India,2010,Cancer,Bacterial,2.63,1.46,4.27,36-60,Other,403421,84.03,1.35,8.97,Medication,4310,No,82.19,836,0.37,28214,0.74,82.15
Argentina,2017,Dengue,Parasitic,17.75,9.98,6.43,36-60,Other,987730,68.97,2.44,4.77,Surgery,27213,Yes,90.06,2917,9.76,62162,0.76,34.55
Australia,2005,Polio,Neurological,0.56,0.68,5.42,19-35,Male,578670,99.57,4.67,5.2,Medication,26440,Yes,73.95,4037,4.42,64784,0.73,41.07
USA,2021,Rabies,Chronic,4.51,11.93,8.35,19-35,Female,632953,78.57,3.35,7.99,Surgery,5209,No,50.17,2033,3.88,4063,0.5,36.99
UK,2004,Hepatitis,Metabolic,5.07,0.84,7.87,0-18,Other,552173,85.59,3.51,4.95,Vaccination,29030,No,51.24,3300,2.56,98655,0.58,42.92
Japan,2023,Ebola,Metabolic,17.3,13.85,2.19,19-35,Female,681561,81.82,4.64,2.8,Therapy,28099,Yes,97.03,1486,7.23,81359,0.6,31.38
Argentina,2023,Malaria,Viral,13.17,14.27,0.79,0-18,Female,72927,76,3.9,5.19,Vaccination,9571,No,63.21,1900,8.9,80327,0.75,75.06
Indonesia,2006,Parkinson's Disease,Chronic,15.53,1.79,7.36,61+,Male,202339,74.52,1.4,6.03,Medication,27684,No,96.13,3912,9.2,85817,0.5,71.72
Argentina,2021,COVID-19,Cardiovascular,6.48,3.61,2.58,0-18,Female,449896,74.32,3.32,2.43,Surgery,46867,No,87.58,1835,8.76,6631,0.9,38.37
Russia,2004,Dengue,Parasitic,11.8,11.47,7.17,61+,Female,370195,78.41,4.06,8.45,Medication,3432,Yes,82.02,3380,8.99,9318,0.63,71.3
Brazil,2011,Leprosy,Viral,16.65,11.29,9.93,61+,Other,882773,71.93,3.49,4.61,Therapy,6983,No,75.58,1073,1.28,72618,0.58,62.19
South Africa,2000,Hepatitis,Chronic,17.66,14.64,0.24,61+,Male,716735,78.31,2.18,3.43,Therapy,37555,No,83.57,708,7.16,1733,0.89,26.59
Turkey,2024,Cholera,Bacterial,6.79,2.13,9.69,0-18,Other,689438,55.42,3.12,7.31,Therapy,49572,No,62.09,2885,7.72,88896,0.65,24.14
Australia,2022,Measles,Respiratory,2.53,9.69,0.68,19-35,Male,931359,69.21,1.51,3.81,Therapy,46157,No,56.7,344,3.4,27106,0.62,57.88
Mexico,2011,Hepatitis,Viral,8.25,9.39,7.04,36-60,Female,48846,80.19,4.09,1.31,Surgery,39600,Yes,51.01,2514,0.3,76174,0.46,71.21
Japan,2024,Influenza,Metabolic,19.11,4.84,7.06,61+,Male,750151,93.43,2.87,3.47,Vaccination,36828,No,86.49,4114,9.1,27450,0.61,34.07
Argentina,2008,Measles,Viral,13.88,2.95,6.06,36-60,Male,47159,73.38,4.82,4.78,Medication,25958,No,90.67,106,7.02,19498,0.59,31.32
Indonesia,2021,Rabies,Metabolic,13.25,12.29,6.54,19-35,Other,846905,92.39,3.45,4.08,Therapy,747,Yes,83.93,1324,9.23,6308,0.76,55.2
India,2017,Malaria,Neurological,16.86,14.8,8.54,61+,Male,723209,71.07,2.77,2.07,Medication,39581,No,72,1507,3.61,11341,0.55,73.83
Russia,2017,Polio,Cardiovascular,2.1,2.52,4.64,0-18,Female,340378,76.6,2.11,8.83,Medication,28487,Yes,86.34,1683,7.5,35122,0.43,39.79
Indonesia,2002,Asthma,Respiratory,4.81,2.55,3.15,0-18,Female,407994,87.77,4.44,4.71,Vaccination,43002,No,71.67,160,0.88,74764,0.81,22.35
South Africa,2011,Dengue,Genetic,2.67,4.68,4.82,61+,Male,536025,88.7,4.25,1.43,Therapy,33875,Yes,79.85,353,3.11,50408,0.75,62.14
Mexico,2005,Cholera,Metabolic,4.45,6.37,8.28,36-60,Female,798765,53.77,2.4,1.06,Surgery,11210,No,81.29,2070,1.25,84154,0.69,71.48
Saudi Arabia,2015,Asthma,Parasitic,5.93,13.11,6.18,0-18,Male,128071,81.68,3.26,3.02,Vaccination,16592,No,88.83,4813,4.53,3524,0.62,27.99
France,2018,Cancer,Genetic,1.65,11.56,7.87,19-35,Other,379488,77.74,3,0.85,Medication,41289,No,53.55,3526,8.58,72783,0.81,44.5
Australia,2015,Cholera,Genetic,10.9,6.18,6.12,0-18,Other,939218,58.46,1.92,8.21,Surgery,24413,No,82.56,1087,3.99,72333,0.71,53.56
France,2019,Influenza,Respiratory,18,2.85,3.97,0-18,Male,244231,54.09,3.47,1.8,Surgery,27187,No,95.92,1713,6.98,73454,0.71,51.77
Turkey,2008,Polio,Autoimmune,2.32,7.02,3.42,0-18,Other,3242,65.59,2.09,0.63,Therapy,9070,No,86.49,512,2.65,40915,0.82,40.53
India,2006,Polio,Infectious,2.77,5.12,3.45,36-60,Other,236817,76.54,0.73,3.96,Surgery,45180,No,68.3,1175,3.59,854,0.7,22.11
USA,2022,Polio,Respiratory,3.67,1.97,1.54,0-18,Other,531030,61.01,4.17,5.48,Therapy,12519,Yes,60.04,2410,4.76,63507,0.68,30.3
Japan,2013,COVID-19,Bacterial,18.41,13.39,5.01,61+,Female,467928,86.8,1.25,3.95,Surgery,21584,Yes,66.71,147,9.12,4126,0.53,20.71
France,2001,Dengue,Genetic,14.75,14.33,8.36,36-60,Female,93894,99.44,4.57,1.47,Vaccination,11694,No,83.9,3087,3.53,51919,0.47,56.87
Nigeria,2010,Asthma,Infectious,13.07,4.95,5.87,36-60,Other,692317,85.14,4.21,8.53,Therapy,45293,Yes,77.3,1275,9.42,22089,0.42,81
Japan,2008,Malaria,Cardiovascular,15.09,10.29,6.53,19-35,Female,44728,91.91,3.96,0.63,Medication,2725,No,91.04,2609,7.97,43111,0.67,30.97
France,2015,Zika,Neurological,17.11,5.64,0.85,0-18,Male,280886,95.92,3.31,2.88,Surgery,30675,Yes,50.22,2160,4.81,9868,0.62,30.43
Australia,2001,Ebola,Chronic,10.58,3.08,7.36,0-18,Male,810869,66.01,1.99,6.37,Surgery,16921,No,54.38,403,7.49,12759,0.67,72.63
Italy,2022,Dengue,Chronic,19.94,7.3,1.88,61+,Male,7666,52.06,3.98,5.2,Medication,24432,Yes,52.75,4161,4.06,58224,0.58,64.96
Mexico,2002,Dengue,Genetic,12.87,13,7,36-60,Female,989128,67.83,3.82,0.6,Vaccination,43156,Yes,63.4,1974,5.37,66003,0.8,81.72
Nigeria,2015,Alzheimer's Disease,Metabolic,6.13,7.29,9.52,0-18,Female,549065,88.61,2.47,5.84,Surgery,35682,No,51.7,4921,2.9,24995,0.7,52.05
Turkey,2011,HIV/AIDS,Autoimmune,6.87,3.97,5.18,61+,Female,719805,65.08,3.04,4.09,Vaccination,37638,No,86.99,684,9.61,74889,0.8,51.01
Russia,2022,Cholera,Chronic,18.11,2.81,3.39,19-35,Other,484022,63.54,2.68,3,Surgery,49873,No,96.01,2701,3.59,69935,0.65,31.66
South Africa,2001,Cholera,Bacterial,16,13.55,3.56,19-35,Male,616382,67.15,1.44,5.42,Surgery,41616,Yes,56.41,4391,0.91,55365,0.66,62.84
Brazil,2007,Influenza,Metabolic,15.5,13.29,3.96,36-60,Other,351736,63.05,2.92,2.45,Therapy,32841,No,93.6,4300,1.87,79269,0.54,37.46
Canada,2002,Dengue,Neurological,18.6,12.38,7.24,61+,Other,96934,53.43,2.83,5.67,Vaccination,41782,Yes,54.93,4280,8.82,43701,0.61,52.78
Russia,2012,Ebola,Respiratory,6,5.31,9.41,36-60,Other,676734,87.16,2.79,3.82,Vaccination,36657,No,69.81,1359,9.26,86532,0.53,65.28
UK,2011,Asthma,Respiratory,3.93,3.56,2.7,0-18,Female,209233,95.44,3.31,4.81,Vaccination,9539,No,67.82,4397,2.4,48344,0.63,37.64
India,2009,COVID-19,Autoimmune,2.97,4.5,5.84,19-35,Male,533646,91.73,0.64,3.2,Medication,16506,No,58.7,580,9.78,77443,0.56,36.8
Russia,2014,Malaria,Metabolic,12.99,12.88,4.22,19-35,Other,110509,75.03,4.7,5.32,Medication,44694,No,94.61,4495,7.46,26229,0.81,20.21
South Korea,2013,Tuberculosis,Metabolic,2.44,1.1,9.98,19-35,Other,379134,78.65,2.3,1.15,Vaccination,20889,Yes,71.14,700,0.82,18990,0.44,24.55
UK,2013,Asthma,Bacterial,11.05,4.46,5.61,61+,Female,510758,88.72,4.39,4.19,Therapy,40003,Yes,61.26,2515,3.79,29016,0.6,41.34
Brazil,2005,Alzheimer's Disease,Genetic,9.2,2.92,8.68,61+,Female,174639,73.22,1.95,7.78,Vaccination,28531,No,92.13,3964,4.74,24725,0.57,62.67
India,2004,Zika,Neurological,13.11,4.61,3.85,36-60,Female,19824,60.25,0.62,5.72,Medication,1745,No,93.2,1464,5.16,87948,0.85,86.25
Italy,2017,Hypertension,Parasitic,19.35,7.02,3.96,19-35,Female,846101,82.57,2.45,9.19,Medication,16554,Yes,71.39,548,0.78,20998,0.76,71.58
USA,2016,Zika,Chronic,14.05,3.95,4.67,19-35,Male,233918,64.84,3.04,8.94,Surgery,12820,Yes,98.91,2620,9.13,2066,0.49,54.98
Indonesia,2017,Rabies,Cardiovascular,10.04,3.74,9.52,0-18,Female,418711,73.49,1.64,1.2,Medication,31657,Yes,82.03,3626,9.17,54587,0.89,83.14
France,2023,Malaria,Infectious,18.44,4.54,8.4,36-60,Male,255243,56.43,0.61,7.84,Surgery,36314,Yes,79.07,2182,5.05,54840,0.46,67.52
Saudi Arabia,2024,Hypertension,Infectious,19.74,12.15,5.62,19-35,Female,102065,67.26,2.38,7.49,Medication,9884,Yes,59.58,1449,5.82,22218,0.53,20.36
Indonesia,2003,Cholera,Bacterial,11.99,5.91,3.57,61+,Female,571728,96.05,4.97,3.09,Vaccination,21714,No,89.12,3438,1.19,65824,0.83,26.98
South Korea,2013,Zika,Respiratory,12.56,1.45,9.6,61+,Male,176452,79.61,3.82,8.1,Medication,37642,No,61.09,4748,8.36,83375,0.71,24.94
UK,2010,Alzheimer's Disease,Metabolic,13.25,6.47,8.22,61+,Female,123524,57.4,3.97,2.9,Medication,11762,Yes,57.06,4852,9.3,54691,0.87,59.02
France,2016,Asthma,Respiratory,2.06,6.97,4.64,0-18,Other,935708,55.39,4.77,3.56,Therapy,49167,No,79.52,4583,8.17,83812,0.7,38.92
USA,2020,Ebola,Autoimmune,4.18,14.67,4.59,61+,Other,265703,89.39,4.85,5.96,Medication,17038,Yes,78.85,3083,7.73,46021,0.76,33.95
Russia,2011,HIV/AIDS,Chronic,9.46,12.89,7.63,36-60,Male,166253,60.99,2.67,4.01,Medication,11288,No,72.08,429,6.45,4877,0.83,27.61
Saudi Arabia,2023,Ebola,Neurological,12.49,6.85,2.51,36-60,Female,653842,68.72,4.62,5.79,Medication,34423,Yes,88.34,4699,5.55,38224,0.63,86.07
Argentina,2015,Cancer,Viral,16.28,14.24,8.21,61+,Female,547647,69.92,3.41,9.88,Surgery,6122,Yes,50.29,3989,5.38,32583,0.65,20.02
Turkey,2011,Dengue,Viral,13.27,9.23,0.51,61+,Female,207707,91.63,3.09,2.39,Medication,1004,Yes,65.07,3747,0.15,74234,0.87,33.11
Saudi Arabia,2012,Parkinson's Disease,Parasitic,6.77,10.56,9.07,36-60,Other,614243,50.56,4.86,4.76,Surgery,38757,Yes,90.15,2998,4.75,87952,0.6,83.16
Brazil,2016,Cholera,Metabolic,7.48,6.59,3.08,0-18,Other,508822,52.39,4.93,3.26,Therapy,4114,No,93.45,2331,1.86,27050,0.7,40.05
China,2009,Cancer,Parasitic,15.99,9.71,6,61+,Other,538747,92.78,0.99,6.64,Medication,296,Yes,59.2,3939,7.08,18328,0.42,48.79
Mexico,2019,Hypertension,Autoimmune,0.57,5.38,0.44,36-60,Other,577033,86.34,2.8,8.79,Vaccination,19563,Yes,83.47,1430,4.93,52764,0.55,31.09
Brazil,2004,Cancer,Viral,16.39,1.9,4.9,0-18,Female,139310,65.93,4.17,0.7,Vaccination,25707,Yes,87.96,1505,6.07,18129,0.8,28.64
France,2002,Cancer,Autoimmune,11.06,2.23,7.14,36-60,Other,850784,82.72,3.66,4.67,Medication,48614,Yes,89.67,497,8.27,92667,0.7,57.7
Mexico,2012,COVID-19,Parasitic,2.25,13.82,6.36,36-60,Female,546336,50.87,3.62,8.82,Therapy,1442,No,66.77,4423,3.14,46683,0.73,81.1
Nigeria,2023,Ebola,Genetic,19.72,12.86,0.52,36-60,Female,233047,60.85,4.19,3.78,Medication,18183,Yes,93.56,3665,0.44,19522,0.43,64.75
Nigeria,2005,Tuberculosis,Infectious,17.59,12.54,9.45,0-18,Male,888330,57.92,1.01,2.41,Therapy,24863,No,81.17,3291,4.8,33785,0.43,80.16
Turkey,2019,Diabetes,Bacterial,12.78,8.77,3.15,0-18,Female,562037,59.65,2.02,1.6,Vaccination,5094,Yes,78.9,1520,1.88,15720,0.45,71.99
Turkey,2005,Cancer,Respiratory,16.24,5.49,5.03,19-35,Other,32721,81.84,2.37,4.45,Surgery,21379,No,82.23,928,9.75,71190,0.63,61.88
Italy,2016,Asthma,Neurological,10.83,7.26,1.59,36-60,Female,564106,88.64,4.64,8.13,Vaccination,1769,Yes,77.65,3082,6.88,21575,0.86,42.01
Australia,2024,Measles,Metabolic,7.24,8.84,9.07,0-18,Female,9738,78.98,2.32,8.28,Therapy,43933,Yes,85.05,2421,1.87,80819,0.75,43.13
Russia,2005,Cholera,Infectious,12.44,3.73,1.9,19-35,Other,450867,59.5,2.45,4.21,Vaccination,13469,No,81.27,205,4.52,97382,0.78,44.18
Canada,2001,Diabetes,Metabolic,2.14,4.13,2.88,0-18,Male,865352,58.28,2.2,2.19,Therapy,18149,Yes,78.42,1407,6.42,66753,0.72,71.12
Germany,2020,Zika,Viral,17.42,2.73,4.08,61+,Other,700366,50.14,3.26,1.28,Surgery,1905,Yes,50.09,4234,1.17,22368,0.69,81.46
UK,2001,Leprosy,Cardiovascular,10.64,12.04,3.67,36-60,Female,827835,52.76,1.15,6.24,Surgery,23445,Yes,67.1,3649,3.39,65825,0.67,23.31
Mexico,2016,HIV/AIDS,Parasitic,2.59,1.43,0.88,19-35,Male,871098,60.17,3.03,4.72,Medication,15713,No,76.97,4069,2.76,6241,0.55,60.7
Canada,2012,Alzheimer's Disease,Parasitic,12.71,11.52,9.45,36-60,Female,497094,91.98,2.73,9.01,Vaccination,18966,No,65.69,3148,4.37,67830,0.58,79.89
Turkey,2015,COVID-19,Neurological,12.28,3.42,7.09,61+,Female,621773,92.54,2.38,4.55,Therapy,26692,Yes,89.08,1382,1.62,62232,0.79,69.06
Turkey,2015,HIV/AIDS,Bacterial,3.88,10.01,9.73,0-18,Other,473377,76.8,2.37,6.81,Therapy,6655,Yes,95.72,4304,5.28,40933,0.44,38.33
India,2002,Zika,Respiratory,7.4,13.86,9.96,19-35,Male,350986,76.38,4.07,7.79,Surgery,21804,Yes,56.44,3773,2.05,52078,0.62,80.11
China,2016,Malaria,Neurological,14.34,10.04,9.55,19-35,Male,318406,74.64,2.39,0.88,Therapy,11174,No,58.17,477,0.52,10206,0.51,30.33
Australia,2011,Zika,Genetic,10.27,1.25,6.9,61+,Female,396381,66.51,1.88,7.37,Therapy,28467,Yes,89.05,946,6.07,15708,0.89,57.64
South Africa,2006,Leprosy,Chronic,2.5,12.39,4.85,19-35,Male,939821,95.57,3.29,1.99,Vaccination,17147,Yes,97.1,4852,2.56,28862,0.49,27.53
Brazil,2022,Cancer,Metabolic,12.61,12.21,6.67,36-60,Female,102592,95.56,2.86,2.3,Vaccination,34608,Yes,56.07,3068,2.96,69849,0.86,85.14
France,2017,Alzheimer's Disease,Cardiovascular,5.42,3.49,9.32,19-35,Male,399523,99.43,4.27,8.73,Medication,48351,No,57.26,2995,2.7,45759,0.59,73.26
Argentina,2024,Polio,Bacterial,18.64,1.61,7.21,0-18,Male,783459,60.04,3.13,2.05,Therapy,39760,Yes,91.91,742,0.78,38431,0.67,53.49
Italy,2010,Rabies,Cardiovascular,19.35,6.05,2.42,61+,Female,463290,53.47,4.78,7.08,Surgery,12009,Yes,78.06,951,5.19,26677,0.71,46.6
Australia,2023,Hepatitis,Chronic,15.78,12.55,0.75,36-60,Female,377596,95.9,0.94,3.68,Therapy,49453,Yes,55.38,1657,2.22,28336,0.41,35.04
Nigeria,2018,Hypertension,Autoimmune,7.48,10.76,6.91,36-60,Other,102592,50.42,2.61,8.45,Medication,45452,Yes,85.37,1764,2.78,29109,0.78,79.23
Brazil,2013,Cholera,Genetic,9.44,6.14,3.01,0-18,Female,217126,58.34,3.75,2.99,Vaccination,49716,No,63.63,782,9.15,53871,0.71,69.14
Japan,2009,Leprosy,Infectious,3.23,3.03,1.65,61+,Other,874658,60.22,0.75,1.61,Therapy,17406,No,64.67,2836,9.98,12237,0.89,70.88
France,2009,Ebola,Parasitic,11.3,4.24,1.8,36-60,Female,441196,95.78,4.33,3.82,Vaccination,10545,Yes,98.17,134,9.05,49148,0.66,89.32
Brazil,2013,Zika,Cardiovascular,4.25,3.64,3.49,61+,Male,807995,99.81,3.21,0.95,Surgery,18913,Yes,95.38,4265,0.67,76249,0.6,61.61
South Africa,2009,Hypertension,Infectious,17.05,7.57,1.89,0-18,Female,331330,77.85,3.99,7.54,Therapy,17431,No,98.99,848,4.12,30376,0.73,24.5
South Korea,2017,Tuberculosis,Genetic,18.03,9.73,4.27,0-18,Other,905102,92.05,3.43,6.7,Medication,48183,Yes,77.89,2912,1.12,13780,0.87,66.67
France,2005,Zika,Bacterial,0.48,8.74,6.17,19-35,Other,725638,62.14,4.6,1.07,Surgery,38158,No,71.01,3503,4.34,88356,0.49,79.92
Mexico,2000,Leprosy,Bacterial,1.17,3.13,2.41,36-60,Female,109332,71.71,4.09,4.17,Medication,35006,Yes,54.23,3289,2.98,79719,0.49,76.95
Turkey,2021,Malaria,Metabolic,0.69,5.66,1.11,19-35,Other,266797,76.31,3.76,2.24,Therapy,7291,Yes,59.05,3669,1.33,99349,0.7,59.31
Canada,2021,Cancer,Bacterial,15.71,7.33,6.24,19-35,Male,918367,64.58,0.68,8.45,Surgery,22370,No,96.75,2446,4.68,5957,0.46,31.05
Russia,2005,Ebola,Neurological,7.45,12.46,5.03,61+,Male,335674,56.96,4.56,9.71,Vaccination,49559,No,59.16,2033,4.99,68209,0.87,78.16
Brazil,2022,Hypertension,Autoimmune,17.5,2.87,3.78,36-60,Female,448564,90.63,3.31,8.02,Therapy,39802,Yes,85.83,1537,3.31,74926,0.61,89.18
USA,2013,Polio,Neurological,1.93,4.59,2.75,36-60,Other,222016,85.67,2.68,1.02,Surgery,5747,No,68.5,3263,5,70194,0.79,50.87
Indonesia,2004,Ebola,Autoimmune,9.61,2.22,2.27,0-18,Male,327703,66.46,4.98,4.38,Medication,25583,No,68.26,886,0.71,50638,0.49,35.84
India,2017,Ebola,Respiratory,1.05,4.25,3.49,0-18,Other,906196,84.22,2.46,4.06,Surgery,27310,Yes,66.14,4494,7.43,85229,0.68,63.29
Russia,2002,Hypertension,Parasitic,5.93,4.2,8,61+,Female,123886,51.61,2.35,2.36,Vaccination,38395,No,85.7,4895,6.08,23424,0.56,59.7
USA,2017,Hypertension,Bacterial,1.34,12.05,9.93,0-18,Other,66891,50.79,1.56,6.68,Surgery,12482,Yes,53.91,138,9.85,75967,0.63,83.58
Russia,2022,Ebola,Parasitic,5.91,4.86,7.7,19-35,Other,49854,87.52,4.19,2.46,Medication,3112,Yes,66.09,2180,6.21,96342,0.54,39.59
USA,2012,Cancer,Autoimmune,10.51,7.88,3.66,19-35,Male,849843,72.15,4.59,9.53,Vaccination,28252,No,72.89,2343,8.77,44725,0.71,75.8
Japan,2019,Rabies,Bacterial,0.29,1.51,6,36-60,Male,915410,89.17,4.83,3.31,Medication,35457,Yes,52.47,289,0.74,94938,0.66,31.5
China,2001,Alzheimer's Disease,Metabolic,14.17,13.15,4.24,19-35,Female,672649,79.08,1.41,9.07,Therapy,40856,Yes,52.86,3780,5.08,21833,0.8,70.61
Russia,2007,Parkinson's Disease,Metabolic,2.29,12.77,0.76,36-60,Other,693681,74.32,1.01,9.16,Therapy,16707,Yes,64.99,1044,7.08,85000,0.5,58.62
Saudi Arabia,2019,Diabetes,Metabolic,1.69,14.24,6.48,36-60,Female,98718,60.59,0.8,3.59,Vaccination,41784,No,68.44,4225,3.22,75469,0.48,23.48
USA,2018,Diabetes,Parasitic,10.19,10.03,6.07,0-18,Other,792487,78.42,1.64,7.92,Vaccination,11747,No,94.67,3581,3.15,73611,0.41,46.77
Japan,2018,Parkinson's Disease,Infectious,10.72,10.79,1.5,61+,Female,450653,80.7,3.97,2.28,Vaccination,45516,Yes,74.36,2956,8.97,86689,0.6,43.31
Indonesia,2007,Hepatitis,Chronic,1.9,1.59,3.49,36-60,Female,557650,70.8,2.94,9.57,Surgery,40087,Yes,62,2819,6.15,39024,0.6,63.24
China,2003,Tuberculosis,Parasitic,18.33,13.19,8.36,0-18,Male,262771,85.1,2.03,2.61,Medication,36975,No,83,264,5.88,38925,0.52,89.65
UK,2008,Influenza,Metabolic,10.8,3.28,0.79,19-35,Male,768680,74.62,3.43,6.64,Vaccination,1698,Yes,89.77,2079,6.15,77044,0.45,86.73
China,2019,Influenza,Bacterial,5.02,9.82,1.76,0-18,Other,155830,94.37,3.55,0.98,Vaccination,49035,Yes,57.59,4488,7.92,65730,0.72,69.62
Germany,2022,Asthma,Parasitic,10.93,3.5,7.24,19-35,Other,505044,79.62,2.92,7.25,Medication,34622,No,63.17,4273,5.87,9558,0.74,54.05
France,2016,Alzheimer's Disease,Autoimmune,7.92,6.06,1.52,0-18,Female,307556,61.66,2.32,4.73,Surgery,15397,No,65.56,4182,9.06,79050,0.63,45.68
South Africa,2008,Measles,Bacterial,8.04,9.49,4.87,36-60,Female,785674,50.99,0.93,1.31,Medication,7879,Yes,62.06,4110,0.46,21131,0.79,83.52
UK,2018,Tuberculosis,Genetic,16.94,12.52,2.7,61+,Male,781135,55.67,2.11,2.48,Medication,16508,No,96.28,4512,1.41,18516,0.54,48.46
France,2004,Measles,Metabolic,7.9,3.65,0.49,19-35,Male,84896,81.13,1.5,3.32,Vaccination,20187,No,92.17,4744,0.79,58527,0.86,38.23
Italy,2014,Cancer,Infectious,5.35,13.44,0.23,19-35,Male,647842,92.47,2.91,5.73,Medication,30271,No,90.97,1100,5.3,8147,0.69,79.16
Turkey,2013,COVID-19,Genetic,17.67,12.07,4.96,61+,Male,464041,68.58,1.21,1.57,Therapy,10744,Yes,60.7,4202,2.43,32437,0.55,31.1
Brazil,2022,Measles,Autoimmune,16.93,12.65,6.31,0-18,Female,595436,84.18,2.46,4.22,Vaccination,16418,Yes,86.65,1771,0.5,41581,0.43,58.96
UK,2009,Malaria,Autoimmune,9.41,11.55,1.67,19-35,Male,618167,58.24,1.33,1.51,Medication,24577,Yes,67.35,3024,2.52,7404,0.41,85.28
